GM,Year,Team,Team_ID,W,L,WPct,Finish
Ignacio Valencia,2015,Washington,60,73,83,0.468,5th
Ignacio Valencia,2016,Washington,60,62,94,0.397,6th
Ignacio Valencia,2017,Washington,60,59,97,0.378,7th
Ignacio Valencia,2018,Washington,60,60,96,0.385,7th
Ignacio Valencia,2019,Washington,60,14,28,0.333,8th
Ignacio Valencia,2029,Los Angeles,45,91,65,0.583,3rd
Dan Frank,2011,Las Vegas,802,39,33,0.542,5th
Dan Frank,2012,Las Vegas,802,66,90,0.423,6th
Dan Frank,2013,Las Vegas,802,70,86,0.449,5th
Dan Frank,2014,Las Vegas,802,41,115,0.263,8th
Dan Frank,2015,Las Vegas,802,56,100,0.359,8th
Dan Frank,2016,Las Vegas,802,84,73,0.535,4th
Dan Frank,2017,Las Vegas,802,77,79,0.494,6th
Dan Frank,2018,Las Vegas,802,84,72,0.538,5th
Dan Frank,2019,Las Vegas,802,97,59,0.622,1st
Dan Frank,2020,Las Vegas,802,69,87,0.442,8th
Dan Frank,2021,Las Vegas,802,81,75,0.519,3rd
Dan Frank,2022,Las Vegas,802,92,64,0.59,1st
Dan Frank,2023,Las Vegas,802,96,60,0.615,1st
Dan Frank,2024,Las Vegas,802,83,73,0.532,3rd
Dan Frank,2025,Las Vegas,802,88,68,0.564,2nd
Dan Frank,2026,Las Vegas,802,82,74,0.526,4th
Dan Frank,2027,Las Vegas,802,55,101,0.353,7th
Dan Frank,2028,Las Vegas,802,61,95,0.391,7th
Dan Frank,2029,Las Vegas,802,98,58,0.628,2nd
Dan Frank,2030,Las Vegas,802,70,92,0.432,5th
Dan Frank,2031,Las Vegas,802,77,85,0.475,4th
Dan Frank,2032,Las Vegas,802,95,68,0.583,3rd
Dan Frank,2033,Las Vegas,802,76,86,0.469,5th
Dan Frank,2034,Las Vegas,802,79,83,0.488,5th
Dan Frank,2035,Las Vegas,802,70,92,0.432,5th
Dan Frank,2036,Las Vegas,802,89,73,0.549,3rd
Dan Frank,2037,Las Vegas,802,95,67,0.586,1st
Dan Frank,2038,Las Vegas,802,83,79,0.512,4th
Dan Frank,2039,Las Vegas,802,56,106,0.346,6th
Dan Frank,2040,Las Vegas,802,47,115,0.29,6th
Dan Frank,2041,Las Vegas,802,71,91,0.438,4th
Dan Frank,2042,Las Vegas,802,83,79,0.512,3rd
Dan Frank,2043,Las Vegas,802,82,80,0.506,3rd
Dan Frank,2044,Las Vegas,802,107,55,0.66,1st
Dan Frank,2045,Las Vegas,802,93,69,0.574,2nd
Dan Frank,2046,Las Vegas,802,84,78,0.519,3rd
Dan Frank,2047,Las Vegas,802,90,72,0.556,2nd
Dan Frank,2048,Las Vegas,802,82,80,0.506,2nd
Dan Frank,2049,Las Vegas,802,82,80,0.506,5th
Dan Frank,2050,Las Vegas,802,80,82,0.494,4th
Dan Frank,2051,Las Vegas,802,55,107,0.34,5th
Dan Frank,2052,Las Vegas,802,56,106,0.346,6th
Dan Frank,2053,Las Vegas,802,72,90,0.444,6th
Dan Frank,2054,Las Vegas,802,63,99,0.389,6th
Dan Frank,2055,Las Vegas,802,64,98,0.395,4th
Dan Frank,2056,Las Vegas,802,81,81,0.5,4th
Dan Frank,2057,Las Vegas,802,76,86,0.469,4th
Dan Frank,2058,Las Vegas,802,44,52,0.458,5th
Adam Carlisle,2012,San Diego,53,56,100,0.359,8th
Adam Carlisle,2029,Cleveland,38,88,68,0.564,4th
Adam Carlisle,2030,Cleveland,38,81,81,0.5,3rd
Adam Carlisle,2031,Cleveland,38,66,96,0.407,6th
Adam Carlisle,2032,Cleveland,38,0,0,0,2nd
Ryan Godlien,2012,Chicago,36,73,59,0.553,2nd
Ryan Godlien,2013,Chicago,36,80,76,0.513,3rd
Ryan Godlien,2014,Chicago,36,89,67,0.571,3rd
Ryan Godlien,2015,Chicago,36,77,79,0.494,5th
Ryan Godlien,2016,Chicago,36,67,89,0.429,7th
Ryan Godlien,2017,Chicago,36,70,86,0.449,6th
Ryan Godlien,2018,Chicago,36,62,94,0.397,7th
Ryan Godlien,2019,Chicago,36,72,84,0.462,6th
Ryan Godlien,2020,Chicago,36,79,77,0.506,4th
Ryan Godlien,2021,Chicago,36,84,72,0.538,3rd
Ryan Godlien,2022,Chicago,36,90,66,0.577,2nd
Ryan Godlien,2023,Chicago,36,90,66,0.577,3rd
Ryan Godlien,2024,Chicago,36,84,72,0.538,3rd
Ryan Godlien,2025,Chicago,36,68,88,0.436,6th
Ryan Godlien,2026,Chicago,36,87,69,0.558,3rd
Ryan Godlien,2027,Chicago,36,77,79,0.494,6th
Ryan Godlien,2028,Chicago,36,82,74,0.526,4th
Ryan Godlien,2029,Chicago,36,0,0,0,2nd
Ryan Godlien,2030,Vancouver,1188,62,100,0.383,5th
Ryan Godlien,2031,Vancouver,1188,77,85,0.475,4th
Ryan Godlien,2032,Vancouver,1188,60,102,0.37,6th
Ryan Godlien,2033,Vancouver,1188,62,100,0.383,6th
Ryan Godlien,2034,Vancouver,1188,57,105,0.352,6th
Ryan Godlien,2035,Vancouver,1188,73,89,0.451,4th
Ryan Godlien,2036,Vancouver,1188,75,87,0.463,3rd
Ryan Godlien,2037,Vancouver,1188,92,70,0.568,2nd
Ryan Godlien,2038,Vancouver,1188,98,64,0.605,1st
Ryan Godlien,2039,Vancouver,1188,98,64,0.605,2nd
Ryan Godlien,2040,Vancouver,1188,92,70,0.568,2nd
Ryan Godlien,2041,Vancouver,1188,83,80,0.509,3rd
Ryan Godlien,2042,Vancouver,1188,101,61,0.623,1st
Ryan Godlien,2043,Vancouver,1188,79,83,0.488,4th
Ryan Godlien,2044,Vancouver,1188,67,95,0.414,5th
Ryan Godlien,2045,Vancouver,1188,60,102,0.37,6th
Ryan Godlien,2046,Vancouver,1188,54,108,0.333,6th
Ryan Godlien,2047,Vancouver,1188,76,86,0.469,5th
Ryan Godlien,2048,Vancouver,1188,90,72,0.556,3rd
Ryan Godlien,2049,Vancouver,1188,81,81,0.5,3rd
Ryan Godlien,2050,Vancouver,1188,64,98,0.395,6th
Ryan Godlien,2051,Vancouver,1188,88,74,0.543,3rd
Ryan Godlien,2052,Vancouver,1188,94,68,0.58,2nd
Ryan Godlien,2053,Vancouver,1188,84,78,0.519,2nd
Ryan Godlien,2054,Vancouver,1188,98,64,0.605,1st
Ryan Godlien,2055,Vancouver,1188,92,70,0.568,2nd
Ryan Godlien,2056,Vancouver,1188,78,84,0.481,4th
Ryan Godlien,2057,Vancouver,1188,86,76,0.531,4th
Ryan Godlien,2058,Vancouver,1188,51,45,0.531,4th
Ben Wozniak,2013,San Diego,53,66,90,0.423,6th
Ben Wozniak,2014,San Diego,53,56,100,0.359,7th
Ben Wozniak,2015,San Diego,53,64,92,0.41,7th
Ben Wozniak,2016,San Diego,53,62,94,0.397,7th
Ben Wozniak,2017,San Diego,53,94,62,0.603,1st
Ben Wozniak,2018,San Diego,53,91,65,0.583,3rd
Ben Wozniak,2019,San Diego,53,94,62,0.603,2nd
Ben Wozniak,2020,San Diego,53,83,73,0.532,2nd
Ben Wozniak,2021,San Diego,53,75,81,0.481,4th
Ben Wozniak,2022,San Diego,53,74,82,0.474,6th
Ben Wozniak,2023,San Diego,53,92,64,0.59,3rd
Ben Wozniak,2024,San Diego,53,77,79,0.494,6th
Ben Wozniak,2025,San Diego,53,84,72,0.538,3rd
Ben Wozniak,2026,San Diego,53,84,72,0.538,3rd
Ben Wozniak,2027,San Diego,53,100,56,0.641,1st
Ben Wozniak,2028,San Diego,53,76,80,0.487,5th
Ben Wozniak,2029,San Diego,53,67,89,0.429,6th
Ben Wozniak,2030,San Diego,53,64,98,0.395,6th
Ben Wozniak,2031,San Diego,53,80,82,0.494,3rd
Ben Wozniak,2032,San Diego,53,97,65,0.599,1st
Ben Wozniak,2033,San Diego,53,89,73,0.549,2nd
Ben Wozniak,2034,San Diego,53,103,59,0.636,1st
Ben Wozniak,2035,San Diego,53,94,68,0.58,2nd
Ben Wozniak,2036,San Diego,53,84,78,0.519,4th
Ben Wozniak,2037,San Diego,53,93,69,0.574,2nd
Ben Wozniak,2038,San Diego,53,95,67,0.586,2nd
Ben Wozniak,2039,San Diego,53,86,76,0.531,3rd
Ben Wozniak,2040,San Diego,53,69,93,0.426,5th
Ben Wozniak,2041,San Diego,53,58,104,0.358,5th
Ben Wozniak,2042,San Diego,53,59,103,0.364,6th
Ben Wozniak,2043,San Diego,53,49,65,0.43,5th
Jamie Clark,2019,Detroit,40,67,89,0.429,7th
Chris Rippentrop,2019,Minnesota,47,56,58,0.491,6th
Chris Rippentrop,2020,Minnesota,47,84,72,0.538,5th
Chris Rippentrop,2021,Minnesota,47,92,64,0.59,2nd
Chris Rippentrop,2022,Minnesota,47,79,77,0.506,4th
Chris Rippentrop,2023,Minnesota,47,49,107,0.314,8th
Chris Rippentrop,2024,Minnesota,47,67,89,0.429,8th
Chris Rippentrop,2025,Minnesota,47,66,90,0.423,6th
Chris Rippentrop,2026,Minnesota,47,73,83,0.468,6th
Chris Rippentrop,2027,Minnesota,47,79,77,0.506,5th
Chris Rippentrop,2028,Minnesota,47,74,82,0.474,6th
Chris Rippentrop,2029,Minnesota,47,54,102,0.346,8th
Chris Rippentrop,2030,Minnesota,47,67,95,0.414,6th
Chris Rippentrop,2031,Minnesota,47,88,74,0.543,3rd
Chris Rippentrop,2032,Minnesota,47,82,80,0.506,2nd
Chris Rippentrop,2033,Minnesota,47,101,61,0.623,1st
Chris Rippentrop,2034,Minnesota,47,105,57,0.648,1st
Chris Rippentrop,2035,Minnesota,47,91,71,0.562,1st
Chris Rippentrop,2036,Minnesota,47,86,76,0.531,2nd
Chris Rippentrop,2037,Minnesota,47,71,91,0.438,3rd
Chris Rippentrop,2038,Minnesota,47,56,106,0.346,6th
Chris Rippentrop,2039,Minnesota,47,57,105,0.352,6th
Chris Rippentrop,2040,Minnesota,47,49,113,0.302,6th
Chris Rippentrop,2041,Minnesota,47,73,89,0.451,4th
Chris Rippentrop,2042,Minnesota,47,44,118,0.272,6th
Chris Rippentrop,2043,Minnesota,47,86,76,0.531,2nd
Chris Rippentrop,2044,Minnesota,47,98,64,0.605,2nd
Chris Rippentrop,2045,Minnesota,47,86,76,0.531,2nd
Chris Rippentrop,2046,Minnesota,47,98,64,0.605,2nd
Chris Rippentrop,2047,Minnesota,47,90,72,0.556,3rd
Chris Rippentrop,2048,Minnesota,47,98,64,0.605,1st
Chris Rippentrop,2049,Minnesota,47,79,83,0.488,2nd
Chris Rippentrop,2050,Minnesota,47,77,85,0.475,4th
Chris Rippentrop,2051,Minnesota,47,97,65,0.599,2nd
Chris Rippentrop,2052,Minnesota,47,84,78,0.519,3rd
Jon Pearson,2003,Baltimore,33,24,30,0.444,5th
Jon Pearson,2004,Baltimore,33,93,63,0.596,2nd
Jon Pearson,2005,Baltimore,33,78,78,0.5,5th
Jon Pearson,2006,Baltimore,33,72,84,0.462,5th
Jon Pearson,2007,Baltimore,33,78,78,0.5,5th
Jon Pearson,2008,Baltimore,33,93,63,0.596,3rd
Jon Pearson,2009,Baltimore,33,90,66,0.577,3rd
Jon Pearson,2010,Baltimore,33,74,82,0.474,5th
Jon Pearson,2011,Baltimore,33,41,115,0.263,8th
Jon Pearson,2012,Baltimore,33,44,112,0.282,8th
Jon Pearson,2013,Baltimore,33,71,85,0.455,8th
Jon Pearson,2014,Baltimore,33,100,56,0.641,1st
Jon Pearson,2015,Baltimore,33,107,49,0.686,1st
Jon Pearson,2016,Baltimore,33,97,59,0.622,2nd
Jon Pearson,2017,Baltimore,33,92,64,0.59,3rd
Jon Pearson,2018,Baltimore,33,96,60,0.615,1st
Jon Pearson,2019,Baltimore,33,91,65,0.583,2nd
Jon Pearson,2020,Baltimore,33,83,73,0.532,2nd
Jon Pearson,2021,Baltimore,33,67,89,0.429,7th
Jon Pearson,2022,Baltimore,33,63,93,0.404,7th
Jon Pearson,2023,Baltimore,33,80,76,0.513,2nd
Jon Pearson,2024,Baltimore,33,98,58,0.628,2nd
Jon Pearson,2025,Baltimore,33,99,57,0.635,1st
Jon Pearson,2026,Baltimore,33,104,52,0.667,1st
Jon Pearson,2027,Baltimore,33,99,57,0.635,1st
Jon Pearson,2028,Baltimore,33,99,57,0.635,1st
Jon Pearson,2029,Baltimore,33,0,0,0,2nd
Jon Pearson,2029,Boston,34,61,95,0.391,7th
Jon Pearson,2030,Boston,34,57,105,0.352,6th
Jon Pearson,2031,Boston,34,48,114,0.296,6th
Jon Pearson,2032,Boston,34,59,103,0.364,6th
Jon Pearson,2033,Boston,34,65,97,0.401,6th
Jon Pearson,2034,Boston,34,72,66,0.522,3rd
Jon Pearson,2041,New York,48,9,9,0.5,4th
Jon Pearson,2042,New York,48,59,103,0.364,6th
Jon Pearson,2043,New York,48,54,108,0.333,6th
Jon Pearson,2044,New York,48,64,98,0.395,6th
Jon Pearson,2045,New York,48,90,72,0.556,3rd
Jon Pearson,2046,New York,48,92,70,0.568,2nd
Jon Pearson,2047,New York,48,100,62,0.617,1st
Jon Pearson,2048,New York,48,67,59,0.532,2nd
Jon Pearson,2048,San Diego,53,24,12,0.667,6th
Jon Pearson,2049,San Diego,53,77,85,0.475,6th
Jon Pearson,2050,San Diego,53,69,93,0.426,6th
Jon Pearson,2051,San Diego,53,53,109,0.327,6th
Jon Pearson,2052,San Diego,53,67,95,0.414,5th
Jon Pearson,2053,San Diego,53,85,77,0.525,3rd
Jon Pearson,2054,San Diego,53,90,72,0.556,3rd
Jon Pearson,2055,San Diego,53,99,63,0.611,1st
Jon Pearson,2056,San Diego,53,91,71,0.562,3rd
Jon Pearson,2057,San Diego,53,90,72,0.556,2nd
Jon Pearson,2058,San Diego,53,52,44,0.542,3rd
Tyler Morris,2019,Detroit,40,0,0,0,7th
Tyler Morris,2020,Detroit,40,68,88,0.436,7th
Tyler Morris,2021,Detroit,40,72,84,0.462,7th
Tyler Morris,2022,Detroit,40,78,78,0.5,6th
Tyler Morris,2023,Detroit,40,65,91,0.417,6th
Tyler Morris,2024,Detroit,40,73,83,0.468,7th
Tyler Morris,2025,Detroit,40,63,93,0.404,8th
Tyler Morris,2026,Detroit,40,80,76,0.513,4th
Tyler Morris,2027,Detroit,40,71,85,0.455,7th
Tyler Morris,2028,Detroit,40,67,89,0.429,7th
Tyler Morris,2029,Detroit,40,71,85,0.455,6th
Tyler Morris,2030,Detroit,40,88,74,0.543,2nd
Tyler Morris,2031,Detroit,40,74,88,0.457,4th
Tyler Morris,2032,Detroit,40,81,81,0.5,3rd
Tyler Morris,2033,Detroit,40,88,74,0.543,3rd
Tyler Morris,2034,Detroit,40,57,87,0.396,6th
Tyler Morris,2034,Boston,34,7,11,0.389,4th
Tyler Morris,2035,Boston,34,78,84,0.481,4th
Tyler Morris,2036,Boston,34,87,75,0.537,4th
Tyler Morris,2037,Boston,34,87,75,0.537,4th
Tyler Morris,2038,Boston,34,86,76,0.531,3rd
Tyler Morris,2039,Boston,34,83,79,0.512,4th
Tyler Morris,2040,Boston,34,89,73,0.549,3rd
Tyler Morris,2041,Boston,34,73,89,0.451,5th
Tyler Morris,2042,Boston,34,75,87,0.463,5th
Tyler Morris,2043,Boston,34,69,93,0.426,5th
Tyler Morris,2044,Boston,34,73,89,0.451,5th
Tyler Morris,2045,Boston,34,94,68,0.58,2nd
Tyler Morris,2046,Boston,34,81,81,0.5,5th
Tyler Morris,2047,Boston,34,67,95,0.414,5th
Tyler Morris,2048,Boston,34,67,95,0.414,6th
Tyler Morris,2049,Boston,34,75,87,0.463,4th
Tyler Morris,2050,Boston,34,60,102,0.37,5th
Tyler Morris,2051,Boston,34,64,98,0.395,4th
Tyler Morris,2052,Boston,34,54,108,0.333,6th
Tyler Morris,2053,Boston,34,77,85,0.475,5th
Tyler Morris,2054,Boston,34,74,88,0.457,4th
Tyler Morris,2055,Boston,34,86,76,0.531,4th
Tyler Morris,2056,Boston,34,84,78,0.519,2nd
Tyler Morris,2057,Boston,34,65,97,0.401,5th
Tyler Morris,2058,Boston,34,42,54,0.438,6th
Tyler Smalley,2023,St. Louis,56,35,49,0.417,8th
Tyler Smalley,2024,St. Louis,56,55,101,0.353,8th
Tyler Smalley,2025,St. Louis,56,54,102,0.346,8th
Tyler Smalley,2026,St. Louis,56,53,103,0.34,8th
Tyler Smalley,2027,St. Louis,56,64,92,0.41,7th
Tyler Smalley,2028,St. Louis,56,86,70,0.551,3rd
Tyler Smalley,2029,St. Louis,56,71,85,0.455,6th
Tyler Smalley,2030,Portland,56,67,95,0.414,4th
Tyler Smalley,2031,Portland,56,88,74,0.543,3rd
Tyler Smalley,2032,Portland,56,92,70,0.568,3rd
Tyler Smalley,2033,Portland,56,78,84,0.481,3rd
Tyler Smalley,2034,Portland,56,78,84,0.481,3rd
Tyler Smalley,2035,Portland,56,65,97,0.401,5th
Tyler Smalley,2036,Portland,56,71,91,0.438,5th
Tyler Smalley,2037,Portland,56,57,105,0.352,6th
Tyler Smalley,2038,Portland,56,81,81,0.5,4th
Tyler Smalley,2039,Portland,56,45,117,0.278,6th
Tyler Smalley,2040,Portland,56,66,96,0.407,5th
Tyler Smalley,2041,Portland,56,84,79,0.515,2nd
Tyler Smalley,2042,Portland,56,73,89,0.451,5th
Tyler Smalley,2043,Portland,56,70,92,0.432,5th
Tyler Smalley,2044,Portland,56,90,72,0.556,2nd
Tyler Smalley,2045,Portland,56,86,76,0.531,3rd
Tyler Smalley,2046,Portland,56,90,72,0.556,4th
Tyler Smalley,2047,Portland,56,88,74,0.543,2nd
Tyler Smalley,2048,Portland,56,72,90,0.444,5th
Tyler Smalley,2049,Portland,56,40,122,0.247,6th
Tyler Smalley,2050,Portland,56,67,95,0.414,5th
Tyler Smalley,2051,Portland,56,59,103,0.364,6th
Tyler Smalley,2052,Portland,56,59,103,0.364,6th
Tyler Smalley,2053,Portland,56,82,80,0.506,3rd
Tyler Smalley,2054,Portland,56,88,74,0.543,3rd
Tyler Smalley,2055,Portland,56,84,78,0.519,3rd
Tyler Smalley,2056,Portland,56,88,74,0.543,3rd
Tyler Smalley,2057,Portland,56,78,84,0.481,5th
Tyler Smalley,2058,Portland,56,36,60,0.375,6th
Lee Scott,2024,Miami,41,19,23,0.452,5th
Lee Scott,2025,Miami,41,53,61,0.465,4th
Sam Aaron,2025,Miami,41,15,27,0.357,6th
Sam Aaron,2026,Miami,41,69,87,0.442,6th
Sam Aaron,2027,Miami,41,67,89,0.429,6th
Sam Aaron,2028,Miami,41,81,75,0.519,3rd
Sam Aaron,2029,Miami,41,87,69,0.558,2nd
Sam Aaron,2030,Miami,41,94,68,0.58,2nd
Sam Aaron,2031,Miami,41,98,64,0.605,1st
Sam Aaron,2032,Miami,41,97,65,0.599,1st
Sam Aaron,2033,Miami,41,107,55,0.66,2nd
Sam Aaron,2034,Miami,41,105,57,0.648,1st
Sam Aaron,2035,Miami,41,98,64,0.605,1st
Sam Aaron,2036,Miami,41,106,56,0.654,1st
Sam Aaron,2037,Miami,41,104,58,0.642,1st
Sam Aaron,2038,Miami,41,87,75,0.537,3rd
Sam Aaron,2039,Miami,41,102,60,0.63,1st
Sam Aaron,2040,Miami,41,97,65,0.599,3rd
Sam Aaron,2041,Miami,41,105,57,0.648,1st
Sam Aaron,2042,Miami,41,92,70,0.568,3rd
Sam Aaron,2043,Miami,41,85,77,0.525,3rd
Sam Aaron,2044,Miami,41,83,79,0.512,3rd
Sam Aaron,2045,Miami,41,96,66,0.593,1st
Sam Aaron,2046,Miami,41,83,79,0.512,3rd
Sam Aaron,2047,Miami,41,74,88,0.457,5th
Sam Aaron,2048,Miami,41,74,88,0.457,5th
Sam Aaron,2049,Miami,41,85,77,0.525,3rd
Sam Aaron,2050,Miami,41,99,63,0.611,1st
Sam Aaron,2051,Miami,41,74,88,0.457,5th
Sam Aaron,2052,Miami,41,80,82,0.494,3rd
Sam Aaron,2053,Miami,41,95,67,0.586,1st
Sam Aaron,2054,Miami,41,108,54,0.667,1st
Sam Aaron,2055,Miami,41,90,72,0.556,3rd
Sam Aaron,2056,Miami,41,103,59,0.636,2nd
Sam Aaron,2057,Miami,41,106,56,0.654,1st
Sam Aaron,2058,Miami,41,57,39,0.594,1st
Bugs Spalding,2004,Cincinnati,37,21,27,0.438,7th
Paul Williams,2024,Cincinnati,37,64,92,0.41,7th
Paul Williams,2025,Cincinnati,37,69,87,0.442,4th
Paul Williams,2026,Cincinnati,37,75,81,0.481,4th
Paul Williams,2027,Cincinnati,37,95,61,0.609,2nd
Paul Williams,2028,Cincinnati,37,83,73,0.532,2nd
Paul Williams,2029,Cincinnati,37,74,82,0.474,5th
Paul Williams,2030,Cincinnati,37,88,74,0.543,2nd
Paul Williams,2031,Cincinnati,37,91,71,0.562,2nd
Paul Williams,2032,Cincinnati,37,71,91,0.438,4th
Paul Williams,2033,Cincinnati,37,73,89,0.451,3rd
Paul Williams,2034,Cincinnati,37,85,77,0.525,2nd
Paul Williams,2035,Cincinnati,37,79,83,0.488,3rd
Paul Williams,2036,Cincinnati,37,83,79,0.512,3rd
Paul Williams,2037,Cincinnati,37,95,67,0.586,1st
Paul Williams,2038,Cincinnati,37,103,59,0.636,1st
Paul Williams,2039,Cincinnati,37,81,81,0.5,3rd
Paul Williams,2040,Cincinnati,37,77,85,0.475,3rd
Paul Williams,2041,Cincinnati,37,73,89,0.451,3rd
Paul Williams,2042,Cincinnati,37,86,76,0.531,3rd
Paul Williams,2043,Cincinnati,37,77,85,0.475,4th
Paul Williams,2044,Cincinnati,37,75,87,0.463,4th
Paul Williams,2045,Cincinnati,37,74,88,0.457,3rd
Paul Williams,2046,Cincinnati,37,63,99,0.389,5th
Paul Williams,2047,Cincinnati,37,53,109,0.327,6th
Paul Williams,2048,Cincinnati,37,81,81,0.5,3rd
Paul Williams,2049,Cincinnati,37,77,85,0.475,3rd
Paul Williams,2050,Cincinnati,37,85,77,0.525,3rd
Paul Williams,2051,Cincinnati,37,82,80,0.506,3rd
Paul Williams,2052,Cincinnati,37,89,73,0.549,2nd
Paul Williams,2053,Cincinnati,37,70,92,0.432,5th
Paul Williams,2054,Cincinnati,37,70,92,0.432,5th
Paul Williams,2055,Cincinnati,37,68,94,0.42,6th
Paul Williams,2056,Cincinnati,37,45,117,0.278,6th
Paul Williams,2057,Cincinnati,37,57,105,0.352,5th
Paul Williams,2058,Cincinnati,37,38,58,0.396,5th
Jeffrey Cox,2029,Chicago,36,87,69,0.558,2nd
Jeffrey Cox,2030,Chicago,36,85,77,0.525,2nd
Jeffrey Cox,2031,Chicago,36,89,73,0.549,4th
Jeffrey Cox,2032,Chicago,36,52,110,0.321,6th
Jeffrey Cox,2033,Chicago,36,69,93,0.426,6th
Jeffrey Cox,2034,Chicago,36,73,89,0.451,5th
Jeffrey Cox,2035,Chicago,36,68,94,0.42,6th
Jeffrey Cox,2036,Chicago,36,72,90,0.444,5th
Jeffrey Cox,2037,Chicago,36,88,74,0.543,2nd
Jeffrey Cox,2038,Chicago,36,86,76,0.531,2nd
Jeffrey Cox,2039,Chicago,36,90,72,0.556,3rd
Jeffrey Cox,2040,Chicago,36,86,76,0.531,2nd
Jeffrey Cox,2041,Chicago,36,70,92,0.432,6th
Jeffrey Cox,2042,Chicago,36,80,82,0.494,4th
Jeffrey Cox,2043,Chicago,36,77,85,0.475,4th
Jeffrey Cox,2044,Chicago,36,98,64,0.605,1st
Jeffrey Cox,2045,Chicago,36,75,87,0.463,3rd
Jeffrey Cox,2046,Chicago,36,94,68,0.58,2nd
Jeffrey Cox,2047,Chicago,36,75,87,0.463,4th
Jeffrey Cox,2048,Chicago,36,79,83,0.488,4th
Jeffrey Cox,2049,Chicago,36,84,78,0.519,3rd
Jeffrey Cox,2050,Chicago,36,76,86,0.469,5th
Jeffrey Cox,2051,Chicago,36,87,75,0.537,3rd
Jeffrey Cox,2052,Chicago,36,68,94,0.42,4th
Jeffrey Cox,2053,Chicago,36,64,98,0.395,6th
Jeffrey Cox,2054,Chicago,36,54,108,0.333,6th
Jeffrey Cox,2055,Chicago,36,53,109,0.327,6th
Jeffrey Cox,2056,Chicago,36,53,109,0.327,6th
Jeffrey Cox,2057,Chicago,36,57,105,0.352,6th
Jeffrey Cox,2058,Chicago,36,41,55,0.427,6th
Sean O'Donohue,2029,Arizona,31,72,84,0.462,4th
Sean O'Donohue,2030,Arizona,31,93,70,0.571,2nd
Sean O'Donohue,2031,Arizona,31,54,108,0.333,6th
Sean O'Donohue,2032,Arizona,31,57,105,0.352,6th
Sean O'Donohue,2033,Arizona,31,84,79,0.515,3rd
Sean O'Donohue,2034,Arizona,31,80,82,0.494,4th
Sean O'Donohue,2035,Arizona,31,76,86,0.469,4th
Sean O'Donohue,2036,Arizona,31,78,84,0.481,5th
Sean O'Donohue,2037,Arizona,31,67,95,0.414,5th
Sean O'Donohue,2038,Arizona,31,74,88,0.457,5th
Sean O'Donohue,2039,Arizona,31,98,64,0.605,1st
Sean O'Donohue,2040,Arizona,31,77,85,0.475,4th
Sean O'Donohue,2041,Arizona,31,50,112,0.309,6th
Sean O'Donohue,2042,Arizona,31,68,94,0.42,5th
Sean O'Donohue,2043,Arizona,31,63,99,0.389,6th
Sean O'Donohue,2044,Arizona,31,74,88,0.457,4th
Sean O'Donohue,2045,Arizona,31,84,78,0.519,4th
Sean O'Donohue,2046,Arizona,31,49,77,0.389,5th
Craig Mudie,2029,Baltimore,33,0,0,0,1st
Craig Mudie,2030,Baltimore,33,110,52,0.679,1st
Craig Mudie,2031,Baltimore,33,95,67,0.586,3rd
Craig Mudie,2032,Baltimore,33,92,70,0.568,2nd
Craig Mudie,2033,Baltimore,33,91,71,0.562,3rd
Craig Mudie,2034,Baltimore,33,85,77,0.525,3rd
Craig Mudie,2035,Baltimore,33,76,86,0.469,6th
Craig Mudie,2036,Baltimore,33,74,88,0.457,6th
Craig Mudie,2037,Baltimore,33,85,77,0.525,4th
Craig Mudie,2038,Baltimore,33,102,60,0.63,1st
Craig Mudie,2039,Baltimore,33,92,70,0.568,3rd
Craig Mudie,2040,Baltimore,33,104,58,0.642,1st
Craig Mudie,2041,Baltimore,33,97,65,0.599,2nd
Craig Mudie,2042,Baltimore,33,100,62,0.617,2nd
Craig Mudie,2043,Los Angeles,45,107,55,0.66,1st
Craig Mudie,2044,Los Angeles,45,99,63,0.611,2nd
Craig Mudie,2045,Los Angeles,45,105,57,0.648,1st
Craig Mudie,2046,Los Angeles,45,88,74,0.543,1st
Craig Mudie,2047,Los Angeles,45,108,54,0.667,1st
Craig Mudie,2048,Los Angeles,45,88,74,0.543,1st
Craig Mudie,2049,Los Angeles,45,99,63,0.611,1st
Craig Mudie,2050,Los Angeles,45,94,68,0.58,1st
Craig Mudie,2051,Los Angeles,45,105,57,0.648,1st
Craig Mudie,2052,Los Angeles,45,101,61,0.623,2nd
Craig Mudie,2053,Los Angeles,45,84,78,0.519,4th
Craig Mudie,2054,Los Angeles,45,95,67,0.586,1st
Craig Mudie,2055,Los Angeles,45,86,77,0.528,3rd
Craig Mudie,2056,Los Angeles,45,104,58,0.642,1st
Craig Mudie,2057,Los Angeles,45,89,75,0.543,3rd
Craig Mudie,2058,Los Angeles,45,47,49,0.49,4th
Jenner York,2030,Los Angeles,45,77,85,0.475,4th
Jenner York,2031,Los Angeles,45,92,70,0.568,1st
Jenner York,2032,Los Angeles,45,96,66,0.593,2nd
Jenner York,2033,Los Angeles,45,81,81,0.5,4th
Jenner York,2034,Los Angeles,45,88,74,0.543,3rd
Jenner York,2035,Los Angeles,45,99,63,0.611,1st
Jenner York,2036,Los Angeles,45,91,71,0.562,2nd
Jenner York,2037,Los Angeles,45,89,73,0.549,3rd
Jenner York,2038,Los Angeles,45,99,63,0.611,1st
Jenner York,2039,Los Angeles,45,96,66,0.593,2nd
